timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y
,387.0925598144531,232.6209259033203,335.4713439941406,230.78990173339844
,386.6217956542969,232.67013549804688,334.8536071777344,231.12991333007812
,387.36114501953125,232.86729431152344,335.2225036621094,231.14306640625
,386.50701904296875,232.9396514892578,334.7829284667969,231.5304412841797
,387.03363037109375,233.60484313964844,335.1422424316406,231.00445556640625
,386.4949951171875,233.16920471191406,334.6703186035156,231.09825134277344
,386.820068359375,233.00506591796875,334.8852844238281,231.17703247070312
,385.8848571777344,233.29891967773438,334.110595703125,231.2133331298828
,385.8392639160156,233.45339965820312,333.9294738769531,231.3170623779297
,385.90570068359375,233.1091766357422,334.08843994140625,231.61605834960938
,385.5807189941406,233.27719116210938,333.6499328613281,231.47108459472656
,385.7603454589844,233.4237823486328,334.02197265625,231.02427673339844
,384.77777099609375,233.11875915527344,333.35333251953125,231.61944580078125
,385.4814453125,233.5106964111328,333.34478759765625,231.21615600585938
,384.7187805175781,233.12086486816406,332.5694274902344,231.59986877441406
,385.1729431152344,233.7601776123047,332.8177185058594,231.57022094726562
,384.37359619140625,233.12698364257812,332.47698974609375,231.9872283935547
,385.0771484375,233.53363037109375,332.9950866699219,231.4827423095703
,384.2785339355469,232.82421875,332.1057434082031,231.79620361328125
,384.7268371582031,233.646728515625,332.7100524902344,231.16517639160156
,383.6925048828125,233.34149169921875,332.1943664550781,231.7847442626953
,384.41668701171875,233.90464782714844,332.6706237792969,231.50839233398438
,383.79510498046875,233.29673767089844,331.91217041015625,232.08985900878906
,384.4671325683594,234.01287841796875,332.7633972167969,231.58839416503906
,384.4228210449219,233.1990966796875,332.5189208984375,232.23558044433594
,384.8968505859375,234.14126586914062,333.2247314453125,231.6385955810547
,384.53619384765625,233.9612579345703,332.71380615234375,232.17189025878906
,384.6127624511719,234.2372589111328,332.69134521484375,232.44430541992188
,384.655517578125,233.697998046875,332.7605895996094,232.34307861328125
,384.5709533691406,234.6079864501953,332.53594970703125,232.26609802246094
,384.9053955078125,234.09503173828125,332.7391052246094,232.56802368164062
,384.1800231933594,234.3367462158203,332.6925964355469,232.26292419433594
,385.0711975097656,234.33021545410156,333.154052734375,231.88363647460938
,384.6555480957031,233.78305053710938,332.60626220703125,232.07411193847656
,384.4217529296875,233.70211791992188,332.4810791015625,232.43954467773438
,384.23583984375,233.7205810546875,332.3768615722656,232.13255310058594
,384.01611328125,233.71156311035156,332.1664123535156,231.87583923339844
,384.6260681152344,233.32997131347656,332.3816833496094,231.76687622070312
,383.59765625,233.75453186035156,331.852294921875,231.9832763671875
,383.4875183105469,234.04229736328125,331.5528564453125,232.19476318359375
,383.19989013671875,234.16351318359375,331.4105224609375,232.498046875
,383.194091796875,233.76620483398438,331.34222412109375,231.9654998779297
,383.1744384765625,234.0829620361328,331.0664367675781,232.29598999023438
,382.35064697265625,233.96119689941406,331.0411071777344,232.623046875
,382.4574890136719,233.7086181640625,330.8606262207031,232.07357788085938
,382.45599365234375,233.61549377441406,330.9325866699219,231.93807983398438
,382.69073486328125,233.16812133789062,330.9598388671875,232.2417449951172
,382.78985595703125,233.81529235839844,330.6917419433594,231.89247131347656
,383.3174743652344,233.79710388183594,331.3368835449219,231.8814239501953
,382.75543212890625,233.64724731445312,331.0899963378906,232.21066284179688
,383.78424072265625,233.84339904785156,331.6296081542969,231.93841552734375
,383.1573181152344,233.39849853515625,331.1051330566406,231.77645874023438
,383.9328918457031,233.64126586914062,331.5336608886719,231.67428588867188
,383.0582275390625,233.73118591308594,331.14501953125,232.11941528320312
,382.7982177734375,233.6648712158203,331.0965881347656,232.2736053466797
,383.5927429199219,234.01451110839844,331.683837890625,232.217041015625
,383.1622314453125,233.7218475341797,331.4456481933594,231.99618530273438
,383.1391296386719,233.5907440185547,330.8470153808594,232.23776245117188
,383.1064147949219,233.49488830566406,330.81329345703125,232.0693359375
,383.19500732421875,234.2974395751953,330.92071533203125,232.83355712890625
,382.0624084472656,234.68096923828125,330.6199035644531,232.49562072753906
,381.692626953125,234.60597229003906,330.1338195800781,232.92234802246094
,381.51580810546875,234.7647705078125,329.6702880859375,233.10720825195312
,381.33795166015625,234.887451171875,329.4329528808594,233.0487060546875
,380.5180969238281,234.87014770507812,328.94769287109375,233.2521514892578
,380.61810302734375,235.0193328857422,328.8405456542969,233.5727081298828
,380.1121520996094,234.7055206298828,327.9610595703125,233.28762817382812
,379.6520690917969,234.2629852294922,327.5732727050781,232.90000915527344
,379.4266357421875,234.1829833984375,326.9982604980469,233.0131072998047
,378.63629150390625,234.2407989501953,326.29266357421875,233.16810607910156
,377.4670715332031,234.44114685058594,325.4931335449219,233.07470703125
,376.8045654296875,234.79840087890625,324.70770263671875,233.3653106689453
,376.6634521484375,234.5594482421875,324.44000244140625,233.0128936767578
,374.9637451171875,234.3131866455078,323.18792724609375,233.27987670898438
,375.2405700683594,234.8118133544922,323.1739807128906,233.66575622558594
,374.1810302734375,234.48110961914062,322.25201416015625,234.05999755859375
,373.4885559082031,234.8717803955078,321.5321044921875,233.78797912597656
,373.05621337890625,234.34576416015625,320.6106262207031,233.42630004882812
,372.25982666015625,234.5797576904297,320.4158935546875,233.61886596679688
,371.5929870605469,234.4392852783203,319.6947326660156,233.53160095214844
,371.5662536621094,234.52760314941406,319.33154296875,233.93673706054688
,370.8070373535156,234.4834442138672,318.86212158203125,233.44976806640625
,369.26385498046875,234.12045288085938,317.31561279296875,233.7486114501953
,369.55487060546875,234.10877990722656,317.6549072265625,233.4592742919922
,369.3090515136719,234.81985473632812,317.8249206542969,233.23214721679688
,369.4132385253906,234.36129760742188,317.5466003417969,233.4622802734375
,369.3160095214844,234.0441131591797,317.3949279785156,233.4806671142578
,368.5804443359375,234.0732421875,316.8637390136719,233.77127075195312
,368.3619384765625,233.5889129638672,316.3058776855469,233.91940307617188
,368.67010498046875,233.95770263671875,316.9052734375,233.93313598632812
,368.2505187988281,234.1223907470703,316.18341064453125,233.5023651123047
,368.876953125,233.50973510742188,317.0629577636719,233.20603942871094
,368.80328369140625,233.8719940185547,316.7037048339844,233.8565673828125
,368.88079833984375,233.88504028320312,316.8690490722656,233.5455322265625
,369.3060607910156,233.62672424316406,317.1316833496094,233.5183868408203
,369.1657409667969,233.69004821777344,316.79266357421875,233.6511688232422
,369.4576721191406,233.8620147705078,317.4020080566406,233.0999755859375
,369.71319580078125,234.2490997314453,318.08062744140625,233.5450897216797
,369.7180480957031,234.26123046875,317.9117126464844,233.52749633789062
,369.9141845703125,234.16270446777344,317.8550720214844,233.6952667236328
,369.93121337890625,234.33396911621094,317.66973876953125,233.91017150878906
,369.8155822753906,234.5832061767578,317.7494201660156,234.37474060058594
,370.2919921875,234.48011779785156,318.1940002441406,233.97427368164062
,370.701416015625,234.89710998535156,318.0259704589844,234.13059997558594
,370.94781494140625,235.0731658935547,318.9416809082031,234.15237426757812
,371.50274658203125,234.69424438476562,319.321044921875,234.01651000976562
,371.6523132324219,235.32998657226562,319.5323181152344,234.16139221191406
,372.10546875,234.80088806152344,319.4112243652344,234.37916564941406
,371.9117126464844,235.04953002929688,319.53192138671875,234.05892944335938
,372.1474609375,234.90370178222656,319.78082275390625,234.1289825439453
,371.8078308105469,234.86366271972656,319.8065490722656,234.01055908203125
,372.4200134277344,234.67279052734375,319.82391357421875,233.9043426513672
,372.278564453125,234.64892578125,320.2591247558594,233.46139526367188
,372.7831115722656,234.8740997314453,320.1832275390625,233.91915893554688
,372.8520202636719,234.27923583984375,320.5211181640625,233.4781036376953
,371.9973449707031,234.59255981445312,319.9560852050781,234.0096893310547
,373.1698913574219,234.64686584472656,321.0456237792969,233.43145751953125
,373.65460205078125,235.18203735351562,321.1635437011719,233.74343872070312
,373.73980712890625,234.9652862548828,321.6182861328125,233.61285400390625
,373.2066955566406,234.9478302001953,320.90631103515625,234.05386352539062
,373.9482116699219,234.84683227539062,321.5291442871094,234.00457763671875
,374.5086975097656,234.6585235595703,322.005615234375,233.62814331054688
,373.742919921875,234.52452087402344,321.5334167480469,233.58792114257812
,374.33074951171875,234.7325897216797,321.93951416015625,233.3322296142578
,374.50909423828125,234.80499267578125,322.3363342285156,233.07408142089844
,374.22882080078125,233.83071899414062,321.7157897949219,233.8198699951172
,374.67987060546875,234.21214294433594,322.0247802734375,233.08383178710938
,375.1964416503906,234.23617553710938,321.8659362792969,233.29867553710938
,375.1188659667969,234.6946258544922,322.4483642578125,233.26820373535156
,375.00701904296875,234.80873107910156,322.3964538574219,233.94967651367188
,374.8276672363281,235.17855834960938,322.5286865234375,233.5371856689453
,375.08233642578125,234.85105895996094,322.46746826171875,233.93240356445312
,374.8175048828125,234.8289794921875,322.470458984375,233.5589141845703
,375.38818359375,234.8930206298828,322.751708984375,233.32083129882812
,374.1167907714844,234.68234252929688,322.117919921875,234.1505584716797
,374.81182861328125,234.57566833496094,322.4303283691406,234.22216796875
,375.0453186035156,234.72940063476562,322.9437561035156,233.21337890625
,374.8584289550781,234.4324493408203,322.4094543457031,233.67405700683594
,374.80059814453125,234.38429260253906,322.2796325683594,233.16021728515625
,375.3485107421875,234.55873107910156,322.523681640625,233.17926025390625
,375.1080017089844,234.31997680664062,322.279296875,233.70742797851562
,376.4463806152344,235.04776000976562,323.5421447753906,233.39376831054688
,377.1396484375,234.8461456298828,324.35308837890625,233.82740783691406
,377.91522216796875,234.67355346679688,324.9610595703125,233.43563842773438
,378.5536193847656,234.97145080566406,326.0443420410156,233.60406494140625
,379.6933898925781,234.6409149169922,327.06060791015625,233.41575622558594
,380.2283020019531,234.15219116210938,327.41558837890625,233.11279296875
,380.46868896484375,233.39694213867188,327.885498046875,233.4453125
,381.627685546875,234.1617431640625,329.32696533203125,233.0776824951172
,381.63995361328125,233.5682373046875,328.8316650390625,233.1526641845703
,381.4332275390625,233.33792114257812,329.198974609375,233.46397399902344
,382.0882263183594,234.47198486328125,330.24127197265625,232.95492553710938
,382.26885986328125,233.81243896484375,329.84942626953125,233.00245666503906
,382.57421875,233.87986755371094,330.0214538574219,233.23480224609375
,382.581787109375,234.10165405273438,329.78179931640625,233.43443298339844
,382.5702209472656,233.7578887939453,330.2808532714844,233.3788299560547
,383.1020202636719,234.3258514404297,329.94744873046875,233.46450805664062
,382.4473876953125,233.7527618408203,330.4836120605469,233.2330780029297
,382.7605285644531,233.6986541748047,330.1067199707031,233.2218017578125
,382.7344665527344,233.51583862304688,330.1213684082031,233.248779296875
,382.580078125,234.1759490966797,330.4767761230469,233.07687377929688
,382.5832214355469,234.27191162109375,330.3084411621094,233.50265502929688
,382.47833251953125,234.28912353515625,329.8434753417969,233.18443298339844
,382.335693359375,234.033203125,330.07147216796875,233.47560119628906
,382.1482238769531,234.51318359375,329.78924560546875,233.56134033203125
,382.4207458496094,234.40957641601562,329.9541931152344,233.53875732421875
,382.6214294433594,234.25181579589844,329.99560546875,233.62277221679688
,382.9560241699219,234.3018035888672,330.33160400390625,233.7991943359375
,383.37908935546875,234.04286193847656,330.5179443359375,233.37857055664062
,383.2840881347656,234.27813720703125,330.9634094238281,233.43032836914062
,383.50335693359375,234.31663513183594,331.0170593261719,233.04046630859375
,383.9073486328125,234.5176239013672,331.51446533203125,233.31642150878906
,383.9117431640625,234.6198272705078,331.5812072753906,233.3489990234375
,384.3594055175781,234.54151916503906,331.8910827636719,233.23947143554688
,384.5744323730469,234.68325805664062,332.3975830078125,233.1622772216797
,384.9710693359375,234.82496643066406,332.657470703125,233.20668029785156
,385.6769714355469,235.5736541748047,333.6189270019531,233.3647918701172
,386.50927734375,235.5647430419922,334.1552429199219,233.27703857421875
,386.7247619628906,235.91551208496094,335.1087951660156,233.09158325195312
,387.626708984375,236.0070343017578,335.38580322265625,233.20758056640625
,388.0407409667969,235.99276733398438,336.06793212890625,233.03761291503906
,387.83929443359375,235.6654815673828,335.69244384765625,233.0852813720703
,388.80267333984375,236.4668731689453,337.1832580566406,233.03208923339844
,388.570556640625,236.24319458007812,336.79840087890625,233.34104919433594
,389.0372314453125,236.23936462402344,337.1496276855469,233.361328125
,389.2647399902344,236.15509033203125,336.8618469238281,233.28062438964844
,389.48052978515625,236.37872314453125,337.3327331542969,233.62930297851562
,389.5660400390625,236.42433166503906,337.44805908203125,233.51930236816406
,389.4743957519531,236.26922607421875,337.25592041015625,233.43865966796875
,389.5057678222656,236.52288818359375,337.5819396972656,233.044189453125
,389.7049865722656,236.60511779785156,337.55328369140625,233.4432830810547
,389.5077819824219,236.34918212890625,337.4801330566406,233.33543395996094
,389.4538269042969,236.35513305664062,337.42547607421875,233.31063842773438
,389.725341796875,236.0917510986328,337.5253601074219,233.26150512695312
,390.3719787597656,235.9184112548828,337.9180603027344,233.0714569091797
,390.3956298828125,236.11228942871094,338.2776794433594,233.04859924316406
,390.3060607910156,236.20614624023438,338.5084228515625,232.75901794433594
,389.9535217285156,235.6111602783203,337.6609191894531,233.47230529785156
,389.6048889160156,235.39076232910156,337.4115295410156,232.43040466308594
,389.9026184082031,235.5944366455078,338.2043151855469,232.5439453125
,389.0252990722656,236.04122924804688,337.21026611328125,233.07643127441406
,389.0549011230469,236.13645935058594,337.2010803222656,232.82672119140625
,389.2052917480469,236.2534637451172,337.2104187011719,233.35560607910156
,388.9024353027344,235.81602478027344,337.1426696777344,233.24183654785156
,389.4436950683594,235.93881225585938,336.8187561035156,232.66970825195312
,389.3417663574219,235.7213134765625,336.81787109375,233.05056762695312
,389.4476318359375,235.93582153320312,337.50152587890625,232.8306121826172
,389.5148010253906,235.5575714111328,337.2579040527344,232.75502014160156
,388.8732604980469,235.4749755859375,336.631591796875,232.6356964111328
,389.62152099609375,235.11883544921875,336.8944091796875,232.53102111816406
,388.5635070800781,235.6851348876953,336.0472106933594,232.59510803222656
,388.8563232421875,235.78858947753906,336.93182373046875,232.68765258789062
,388.2630920410156,235.46649169921875,336.2725830078125,232.7198028564453
,388.97607421875,235.74082946777344,336.86004638671875,232.3985137939453
,388.2796936035156,235.1300811767578,336.3136901855469,232.578369140625
,388.2928466796875,235.0679473876953,335.81707763671875,232.8341522216797
,388.2958068847656,235.24473571777344,336.25189208984375,232.77430725097656
,387.8140563964844,235.18112182617188,334.9328308105469,232.7448272705078
,387.635986328125,235.516357421875,335.4197082519531,232.74383544921875
,386.09381103515625,235.01795959472656,333.3441467285156,232.84414672851562
,385.7366027832031,237.41160583496094,334.2377014160156,234.25747680664062
,384.3393859863281,237.63299560546875,332.1917724609375,235.62086486816406
,382.34942626953125,237.54043579101562,329.4257507324219,234.59872436523438
,381.0877380371094,235.68817138671875,328.4981384277344,233.13331604003906
,380.6249694824219,234.4097900390625,327.6031799316406,231.64901733398438
,379.10345458984375,233.67843627929688,326.4284973144531,231.1979522705078
,378.7912902832031,233.34732055664062,325.5726013183594,230.93905639648438
,377.6627197265625,232.83135986328125,325.0833435058594,231.25184631347656
,377.5766906738281,232.8199920654297,324.5889587402344,230.9268798828125
,376.69073486328125,232.220947265625,324.05242919921875,230.37095642089844
,376.2488708496094,232.4984130859375,323.7577209472656,230.59317016601562
,375.3509826660156,231.81289672851562,322.89642333984375,230.3740692138672
,375.9585266113281,232.39773559570312,323.5795593261719,229.76144409179688
,375.4674377441406,231.4933624267578,322.7467041015625,229.80587768554688
,374.7565002441406,231.5948486328125,322.7547302246094,230.2339324951172
,374.8663024902344,231.51126098632812,322.6927490234375,230.28839111328125
,374.8600769042969,231.6025848388672,322.2863464355469,230.10443115234375
,374.9515075683594,231.50552368164062,322.1297607421875,229.80836486816406
,374.9104919433594,231.58908081054688,322.2478332519531,229.93756103515625
,374.43634033203125,231.2989044189453,322.2752685546875,229.68954467773438
,375.1531066894531,231.6488800048828,322.8468933105469,228.98744201660156
,375.2575988769531,230.71270751953125,322.41082763671875,229.67428588867188
,375.0142822265625,231.31170654296875,322.8074645996094,229.85255432128906
,375.260498046875,230.92469787597656,322.7889404296875,229.52520751953125
,375.3577880859375,231.13478088378906,322.9449157714844,229.743896484375
,375.485595703125,231.0442657470703,323.1994934082031,229.51303100585938
,375.80413818359375,230.64178466796875,323.31488037109375,229.43052673339844
,375.86370849609375,230.88677978515625,323.1789855957031,229.32862854003906
,375.6391296386719,231.16969299316406,323.4684143066406,229.51663208007812
,376.1251220703125,231.10702514648438,323.75347900390625,229.3248748779297
,376.5431823730469,231.36770629882812,324.3177795410156,228.9873809814453
,376.712890625,231.14779663085938,324.3551940917969,229.31491088867188
,376.9046325683594,231.240966796875,324.7029724121094,229.0652618408203
,376.7931823730469,231.15480041503906,324.5201110839844,229.37107849121094
,376.1479187011719,231.1780242919922,324.0343933105469,229.62017822265625
,375.94781494140625,231.5030517578125,323.93939208984375,229.42111206054688
,375.987060546875,231.30271911621094,324.1000671386719,229.10452270507812
,376.2157897949219,231.1334686279297,323.9905090332031,229.54458618164062
,376.4984436035156,231.4172821044922,324.418701171875,228.9158477783203
,376.91461181640625,231.27743530273438,324.6631164550781,228.88677978515625
,376.6059875488281,231.36550903320312,324.2670593261719,228.84738159179688
,376.43743896484375,231.2243194580078,324.21044921875,228.8738250732422
,376.5134582519531,231.43243408203125,324.595458984375,228.78558349609375
,376.83929443359375,231.1417999267578,324.63836669921875,228.70005798339844
,376.974853515625,231.34242248535156,324.6574401855469,229.0125732421875
,376.3006591796875,231.78065490722656,324.6175537109375,228.93785095214844
,376.75439453125,231.4501953125,324.5650329589844,229.09515380859375
,376.4311828613281,231.4757080078125,324.41192626953125,229.1635284423828
,376.7122497558594,231.32693481445312,324.5421142578125,228.9307098388672
,376.7752380371094,231.48072814941406,324.4869689941406,229.0209503173828
,376.57513427734375,231.47215270996094,324.3976745605469,229.15304565429688
,376.53973388671875,231.4108428955078,324.3589172363281,228.851806640625
,376.7621765136719,231.49818420410156,324.3842468261719,229.16229248046875
,376.32012939453125,231.40899658203125,324.1221008300781,229.06736755371094
,376.240234375,231.59536743164062,324.3362121582031,229.4940948486328
,376.15399169921875,231.2749481201172,323.8016357421875,229.1795654296875
,375.7292785644531,231.7237091064453,323.7096252441406,229.3741912841797
,375.47283935546875,231.50155639648438,323.59112548828125,229.37628173828125
,375.8143310546875,231.34817504882812,323.4396057128906,229.4574737548828
,376.31103515625,231.63771057128906,323.69268798828125,229.86898803710938
,376.6853942871094,231.57571411132812,324.2066955566406,230.15528869628906
,376.64044189453125,231.77200317382812,324.6307067871094,230.05406188964844
,376.6747131347656,231.7056427001953,324.2675476074219,230.1979522705078
,376.55157470703125,231.9645233154297,324.4707946777344,230.072021484375
,377.0406494140625,231.99220275878906,324.84375,230.28179931640625
,377.8260803222656,231.94740295410156,325.3999328613281,230.28892517089844
,377.7721252441406,232.0330047607422,325.5357360839844,229.97080993652344
,378.5678405761719,232.05441284179688,326.1549072265625,230.0965576171875
,379.7733459472656,232.18099975585938,327.37139892578125,230.3807830810547
,380.0155029296875,232.48709106445312,327.78155517578125,230.79739379882812
,380.4366455078125,232.42098999023438,328.19000244140625,230.77371215820312
,381.4165344238281,232.7222900390625,328.5090637207031,230.37237548828125
,381.9811706542969,232.4408721923828,329.8981628417969,230.67617797851562
,382.7149963378906,232.73899841308594,330.4883117675781,230.17535400390625
,382.7825012207031,232.61492919921875,330.6265869140625,230.78981018066406
,383.11907958984375,232.9416961669922,330.3433837890625,230.6141815185547
,383.0397033691406,232.54476928710938,330.9383544921875,230.59402465820312
,383.8082275390625,232.39364624023438,331.03924560546875,230.05343627929688
,383.6835632324219,232.41864013671875,331.2074279785156,230.65841674804688
,384.4305114746094,233.14688110351562,331.9772644042969,230.1831817626953
,384.1951904296875,233.01490783691406,331.902587890625,230.51242065429688
,383.2162170410156,232.4413299560547,330.15240478515625,230.2312469482422
,383.3857421875,233.13197326660156,330.1251525878906,230.42596435546875
,382.9547119140625,233.58570861816406,331.1299133300781,230.79135131835938
,383.2861328125,234.0851287841797,331.16595458984375,231.6475830078125
,383.7043151855469,235.3645782470703,331.55810546875,231.7064666748047
,383.480712890625,235.01531982421875,331.2412109375,231.63771057128906
,383.2176513671875,234.77029418945312,331.20513916015625,231.75428771972656
,383.3304138183594,234.78573608398438,331.34417724609375,231.38438415527344
,383.3088073730469,234.5487518310547,331.5195007324219,231.01638793945312
,383.2125549316406,233.9414825439453,331.4598083496094,230.74221801757812
,383.06787109375,233.14093017578125,331.20526123046875,230.0655975341797
,383.1596984863281,232.59397888183594,331.188232421875,229.74972534179688
,382.8070983886719,232.44183349609375,331.1300964355469,229.42156982421875
,382.49139404296875,231.9020233154297,331.288818359375,228.69461059570312
,382.9747314453125,231.42227172851562,331.39996337890625,228.84600830078125
,382.86090087890625,231.49813842773438,331.23193359375,228.452392578125
,383.21038818359375,231.1046905517578,331.6849365234375,228.20164489746094
,383.41510009765625,231.0879669189453,331.4884948730469,228.4539337158203
,383.674560546875,231.24571228027344,331.5621643066406,228.43017578125
,384.2672119140625,231.7603302001953,332.16748046875,228.6643829345703
,383.7263488769531,232.25494384765625,331.8169250488281,229.19418334960938
,384.0675048828125,232.80284118652344,331.7171936035156,230.03897094726562
,384.2064208984375,233.11660766601562,332.1780090332031,230.05950927734375
,385.2183532714844,233.98187255859375,333.0213928222656,230.35057067871094
,387.3934020996094,234.8905487060547,334.8746643066406,230.90333557128906
,387.8382568359375,235.70428466796875,336.29779052734375,231.111328125
,388.95361328125,235.4827880859375,336.15576171875,231.6365966796875
,390.7256164550781,236.14109802246094,337.8349914550781,231.9199981689453
,391.4241638183594,236.1293182373047,338.2660217285156,231.23568725585938
,391.8685607910156,236.18850708007812,338.71734619140625,231.7075653076172
,392.7506408691406,236.58616638183594,339.51702880859375,231.53231811523438
,392.5901794433594,236.52767944335938,340.5635070800781,231.66725158691406
,393.10968017578125,236.45516967773438,341.0588073730469,231.85205078125
,394.1363525390625,237.15084838867188,341.5951843261719,231.7496337890625
,394.3372497558594,236.88034057617188,342.05645751953125,231.9249267578125
,394.8194580078125,237.06851196289062,342.1929626464844,231.8999481201172
,395.24127197265625,236.81307983398438,342.5981750488281,231.8640899658203
,395.0978698730469,237.20004272460938,342.62603759765625,231.59332275390625
,395.0262756347656,237.10313415527344,342.7215576171875,231.69540405273438
,395.005859375,236.90780639648438,342.3924255371094,231.2689666748047
,393.8287353515625,237.01025390625,341.61602783203125,231.70556640625
,393.0606384277344,236.26210021972656,340.3924255371094,231.48635864257812
,392.2738037109375,236.50384521484375,340.37255859375,230.8701629638672
,391.6884765625,236.46351623535156,339.91815185546875,231.1400604248047
,392.09564208984375,236.43045043945312,339.63616943359375,230.84414672851562
,391.4995422363281,235.97763061523438,339.6809997558594,230.7853240966797
,392.06787109375,236.0869903564453,339.6434020996094,230.5902862548828
,392.1137390136719,235.71446228027344,339.952392578125,230.72317504882812
,392.42474365234375,236.1446533203125,340.0704650878906,230.8301544189453
,392.2864685058594,236.40155029296875,340.2452087402344,230.47654724121094
